YEAR,MO,DY,T2M,T2MDEW,T2M_MIN,T2M_MAX,QV2M,PRECTOTCORR,PS,WS50M_MAX,WS50M_MIN,WS10M
1988,7,16,30.23,24.09,25.88,35.16,19.84,2.9,95.2,6.06,4.3,3.69
1988,7,17,30.67,23.87,26.71,34.78,19.59,0.72,95.15,6.19,4.16,3.7
1988,7,18,30.37,24.22,27.16,33.83,19.96,0.96,95.28,7.38,4.48,4.33
1988,7,19,30.72,23.92,26.3,35.8,19.59,1.62,95.3,10.07,5.39,5.98
1988,7,20,30.64,24.28,26.94,35.44,20.08,2.85,95.29,5.89,2.18,2.99
1988,7,21,31.87,23.93,26.95,37.07,19.65,0.42,95.16,6.38,1.09,2.68
1988,7,22,29.62,24.96,26.9,32.68,20.87,7.06,95.19,8.12,4.95,4.85
1988,7,23,29.58,24.69,26.49,32.8,20.57,4.03,95.32,5.08,3.54,3.05
1988,7,24,28.28,24.44,26.36,30.75,20.26,2.68,95.34,7.47,3.46,3.73
1988,7,25,27.84,24.43,25.59,31.18,20.2,11.76,95.35,7.34,3.64,3.92
1988,7,26,28.64,24.15,25.45,32.72,19.9,6.17,95.37,5.75,2.7,3.39
1988,7,27,27.74,24.57,25.59,30.77,20.39,8.38,95.37,6.07,0.48,2.36
1988,7,28,28.61,24.36,25.21,32.48,20.14,3.83,95.38,5.02,0.87,2.16
1988,7,29,30.07,24.64,25.9,35.06,20.45,1.91,95.35,5.78,1.23,2.5
1988,7,30,30.57,24.28,26.33,35.28,20.02,0.35,95.29,6.9,2.16,3.48
1988,7,31,29.96,24.37,26.27,34.37,20.14,1.33,95.21,8.02,5.6,4.8
1988,8,1,28.48,23.73,25.56,31.55,19.47,1.55,95.05,8.78,5.91,5.08
1988,8,2,28.98,23.73,25.2,33.55,19.41,1.94,95.08,7.61,0.5,3.17
1988,8,3,29,23.24,25.39,34.15,18.8,3.02,95.29,5.95,1.73,2.97
1988,8,4,29.08,23.86,24.98,34.01,19.59,3.51,95.18,12.87,3.7,6.24
1988,8,5,27.86,24.12,25.33,32.16,19.9,5.64,95.06,12.83,9.07,8.44
1988,8,6,29,23.71,24.3,34.55,19.35,6.65,95.37,8.73,6.52,5.86
1988,8,7,28.8,23.53,25.3,33.08,19.17,0.84,95.43,6.79,4.16,4.03
1988,8,8,28.8,23.08,25.35,33.62,18.62,0.53,95.38,10.36,5.56,5.34
1988,8,9,29.01,22.64,25.33,33.13,18.13,0.36,95.34,7.89,5.55,4.38
1988,8,10,29.82,23.09,25.26,35.23,18.62,0.55,95.33,6.39,3.12,3.37
1988,8,11,30.65,23.29,25.83,36.07,18.86,0.73,95.43,7.83,1.19,3.16
1988,8,12,28.59,24.15,25.82,32,19.84,26.46,95.58,9.74,4.02,5.55
1988,8,13,27.14,23.63,24.75,30.36,19.23,19.59,95.61,8.65,4.7,4.92
1988,8,14,28.72,22.85,24.49,34.35,18.31,0.35,95.52,9.85,5.85,5.23
1988,8,15,28.73,21.51,24.12,34.79,16.91,0.35,95.47,9.34,7.01,5.38
1988,8,16,28.8,21.51,23.61,35.17,16.91,0,95.5,9.48,4.34,4.3
1988,8,17,29.87,21.37,23.88,35.9,16.72,0,95.52,6.97,0.55,2.56
1988,8,18,30.19,21.93,25.19,36.7,17.4,0,95.45,7.7,2.91,4.36
1988,8,19,28.94,23.32,25.79,32.65,18.92,0.52,95.51,2.79,0.3,1.02
1988,8,20,29.24,24.17,26.16,33.23,19.9,16.85,95.54,6.1,0.18,1.55
1988,8,21,29.67,24.66,25.69,34.05,20.45,3.8,95.54,4.84,2.78,2.42
1988,8,22,30.23,23.8,25.69,34.94,19.47,2.25,95.43,4.09,1.53,1.88
1988,8,23,30.14,23.95,25.45,34.94,19.65,1.7,95.42,6.42,1.66,2.6
1988,8,24,29.75,23,25.23,35.21,18.55,7.27,95.38,7.48,2.2,3.67
1988,8,25,29.3,23.38,24.74,34.42,18.92,5.38,95.54,7.23,3.49,3.59
1988,8,26,28.43,23.63,24.37,32.1,19.17,20.85,95.79,7.3,3.34,3.38
1988,8,27,28.03,23.64,23.79,32.55,19.17,11.75,95.82,7.82,3.92,3.73
1988,8,28,28.52,22.65,24.05,34.16,18.07,0.72,95.72,8.37,5.42,4.4
1988,8,29,29.19,21.59,24.07,36.08,16.97,0.01,95.67,9.16,6.37,4.98
1988,8,30,29.36,21.12,23.5,35.65,16.48,0.01,95.81,8.44,2.02,3.28
1988,8,31,29.67,19.99,23.15,36.26,15.32,0,95.88,7.88,1.83,2.98
1988,9,1,30.05,20.33,24.32,36.12,15.69,3.41,95.72,7.91,2.01,3.2
1988,9,2,30.99,19.68,23.34,38.05,15.08,0.21,95.62,7.24,0.82,2.61
1988,9,3,31.3,20.12,26.08,37.6,15.5,0,95.75,5.49,1.8,2.36
1988,9,4,31.33,21.35,24.73,38,16.66,0,95.88,6.78,0.53,2.26
1988,9,5,31.64,21.13,25.21,38.87,16.48,0,95.83,9.31,5.85,4.88
1988,9,6,31.19,21.45,25.72,38.23,16.78,0,95.74,10.8,8.51,6.84
1988,9,7,30.71,20.7,24.7,38.14,16.11,0,95.55,11.17,7.22,6.12
1988,9,8,30.73,20.78,24.81,38.03,16.17,0.01,95.52,9.98,3.12,4.4
1988,9,9,31.02,20.13,24.46,37.64,15.5,0,95.89,7.27,0.28,2.6
1988,9,10,30.79,20.34,24.92,36.66,15.69,1.75,96.11,4.43,1.09,1.52
1988,9,11,30.51,19.46,24.84,36.98,14.83,0.53,96.06,4.89,0.39,1.91
1988,9,12,31.19,18.51,24.44,38.87,14.04,0,95.95,4.66,2.03,2.07
1988,9,13,31.77,18.58,23.63,39.55,14.04,0,96,4.95,1.06,2.69
1988,9,14,32.57,19.11,25.99,39.8,14.53,0,96.09,5.11,2.9,3.03
1988,9,15,32.71,19.54,25.8,39.58,14.95,0,95.86,4.66,2.04,2.26
1988,9,16,30.65,19.76,25.73,36.55,15.2,0.14,95.72,7.68,0.67,2.62
1988,9,17,28.9,19.05,22.85,36.39,14.53,0,95.84,8.66,2.52,3.89
1988,9,18,28.15,20.69,22.97,34.43,15.93,0.01,96.08,8.15,4.97,4.98
1988,9,19,28.74,21.8,24.47,33.96,17.09,0,96.15,6.9,5.6,4.96
1988,9,20,28.33,22.12,25.16,33.04,17.46,0.45,95.96,6.95,4.23,4.31
1988,9,21,27.64,22.05,24.03,32.93,17.4,1,95.72,7.76,4.84,4.69
1988,9,22,27.45,22.9,24.42,32.27,18.43,1.68,95.46,9.73,5.31,4.88
1988,9,23,26.67,23.58,24.72,29.92,19.17,18.91,95.36,9.83,5.54,5.77
1988,9,24,27.17,23.96,24.63,30.87,19.59,9.14,95.56,9.18,5.32,4.95
1988,9,25,28.23,22.71,23.94,34.23,18.13,5.41,95.83,11.24,6.15,6.37
1988,9,26,28.6,23.02,23.9,34.4,18.49,4.47,95.79,6.54,4.24,3.59
1988,9,27,27.26,19.85,21.9,33.68,15.56,1.26,95.62,7.37,4.42,3.88
1988,9,28,27.26,14.05,20.5,35.37,10.56,0,95.6,4.98,2.23,2.65
1988,9,29,28.63,17.91,21.55,35.46,13.49,0,95.78,2.92,0.77,1.35
1988,9,30,29.4,18.24,23.38,36.11,13.73,0.18,95.94,6.05,0.88,1.47
1988,10,1,27.83,16.3,21.8,35.91,12.21,0.12,96,8.91,3.06,3.58
1988,10,2,26.96,16.05,20.17,34.83,11.96,0,96.07,8.3,4.01,3.77
1988,10,3,27.76,18.51,21.6,34.58,13.98,0,95.99,6.9,3.76,3.33
1988,10,4,28.06,19.53,23.39,34.53,15.01,1.15,95.89,6.92,2.23,2.91
1988,10,5,26.51,14.22,20.56,35.01,11.17,0.04,95.89,6.92,2.15,3.16
1988,10,6,25.11,6.95,18.23,34.18,6.77,0,95.83,6.71,3.13,3.12
1988,10,7,24.32,8.98,16.87,33.39,7.57,0,95.89,8.52,2.7,3.54
1988,10,8,25.05,14.16,17.56,32.07,10.56,0,96.17,7.02,2.22,2.37
1988,10,9,26.98,14.32,21.06,33.89,10.68,0,96.42,4.34,0.77,1.82
1988,10,10,26.3,12.58,20.79,33.74,9.52,0,96.54,7.91,1.89,2.71
1988,10,11,25.37,9.23,19.19,34.25,7.63,0,96.4,6.39,1.84,2.97
1988,10,12,25.93,9.89,20.01,35.18,7.93,0,96.33,6.21,0.57,2.59
1988,10,13,27.17,11.31,19.72,36.35,8.73,0,96.33,5.06,2.24,2.56
1988,10,14,26.21,10.27,19.97,35.25,8.18,0,96.3,7.95,3.85,4.14
1988,10,15,25.86,7.69,18.33,35.75,6.9,0,96.39,6.3,2.38,3.38
1988,10,16,25.18,6.12,16.98,35.43,6.23,0,96.45,5.8,1.35,2.86
1988,10,17,26.06,8.8,16.93,36.28,7.51,0,96.31,5.23,0.51,2.44
1988,10,18,27.13,11.64,18.66,36.46,8.97,0,96.18,5.54,2.68,2.66
1988,10,19,27.15,10.96,20.67,35.98,8.67,0,96.24,6.05,2.78,3.23
1988,10,20,25.3,4.71,17.93,34.59,5.55,0,96.45,7.25,3.65,3.6
1988,10,21,25.04,6.25,18.13,34.33,6.16,0,96.63,7.58,3.55,3.82
1988,10,22,26.15,4.6,19.76,35.2,5.55,0,96.61,4.4,0.2,2.16
1988,10,23,26.69,4.23,18.95,36.08,5.37,0,96.53,4.41,0.46,2.2
1988,10,24,25.79,5.33,17.18,36.05,5.8,0,96.43,6.96,4.02,3.41
1988,10,25,26.29,7.47,19.08,35.53,6.71,0,96.34,7.91,4.46,3.54
1988,10,26,26.32,7.79,18.81,35.76,6.84,0,96.43,5.77,3.74,3.35
1988,10,27,25.59,3.24,18.87,34.96,5.07,0,96.52,6.55,1.64,2.85
1988,10,28,24.46,2.34,18.09,33.67,4.76,0,96.62,7.23,1.68,2.38
1988,10,29,23.92,4.84,16.78,33.05,5.62,0,96.54,6.12,1.83,2.45
1988,10,30,23.22,3.99,15.6,32.44,5.25,0,96.54,7.07,0.45,2.56
1988,10,31,22.84,3.26,15.46,32.15,5,0,96.71,7.33,1.42,2.8
1988,11,1,22.9,3.25,15.92,31.59,5,0,96.95,7.21,0.49,2.55
1988,11,2,24.08,3.48,16.21,32.64,5.07,0,96.99,6.09,1.58,2.16
1988,11,3,24.11,1.48,16.85,32.53,4.39,0,96.92,3.99,0.25,1.73
1988,11,4,22.94,1.51,16,32.27,4.39,0,96.93,6.94,0.88,2.66
1988,11,5,22.68,1.44,15.17,32.84,4.39,0,97,7.09,1.82,2.95
1988,11,6,23.88,0.09,16.12,32.9,3.97,0,97.09,4.53,1.3,2.03
1988,11,7,24.11,-1.92,16.95,33.06,3.42,0,96.91,4.8,1.83,2.48
1988,11,8,23.94,-2.2,17.81,33.48,3.36,0,96.76,5.98,1.57,2.7
1988,11,9,23.83,-1.31,18.19,33.26,3.6,0,96.8,6.44,1.47,2.76
1988,11,10,23.4,-1.97,17.23,33.42,3.42,0,96.87,7.44,0.54,2.34
1988,11,11,22.23,-1.31,15.1,32.61,3.6,0,97.03,8.21,0.56,2.55
1988,11,12,22.2,-1.26,16.01,32.18,3.6,0,97.03,7.29,1.23,2.63
1988,11,13,22.19,-2.54,16.46,31.98,3.23,0,96.94,6.95,0.3,2.3
1988,11,14,22.46,-2.99,16.19,32.44,3.17,0,96.87,6.26,0.8,2.23
1988,11,15,22.46,-3.58,17.1,32.16,2.99,0,96.81,6.84,0.15,2.12
1988,11,16,21.81,-3.47,14.27,31.8,3.05,0,96.69,7.44,1.69,2.51
1988,11,17,21.11,-2.78,13.8,31.4,3.17,0,96.55,8.12,0.2,2.48
1988,11,18,20.26,-2.01,12.26,30.44,3.42,0,96.66,7.31,1.51,2.64
1988,11,19,19.24,-2.27,11.76,29.12,3.36,0,96.8,8.18,0.37,2.73
1988,11,20,19.58,-2.15,12.45,28.44,3.36,0,96.93,6.25,1.14,2.37
1988,11,21,19.65,0.98,14.21,27.82,4.21,0,96.88,5.88,2.16,2.51
1988,11,22,19.36,-0.67,12.08,28.12,3.72,0,96.7,6.1,1.62,2.88
1988,11,23,19.07,-1.81,10.57,28.41,3.48,0,96.67,6.55,1.38,2.79
1988,11,24,20.66,3.24,12.99,29.36,5,0.11,96.82,6.84,0.71,2.84
1988,11,25,20.24,4.85,14.47,28.68,5.8,0,96.88,9.53,0.38,2.67
1988,11,26,17.49,-3.43,11.39,25.8,3.11,0,96.96,7.95,3.56,3.53
1988,11,27,17.12,-7.13,10.93,26.2,2.26,0,96.95,8.15,2.53,3.32
1988,11,28,15.84,-7.53,9.85,24.9,2.2,0,97.05,7.71,2.98,3.27
1988,11,29,15.22,-4.26,7.48,24.99,2.87,0,97.02,6.33,1.71,2.93
1988,11,30,17.37,-4.77,9.27,27.39,2.75,0,97.04,6.41,1.12,2.56
1988,12,1,17.12,-6.87,9.83,26.67,2.32,0,97.26,6.16,1.88,2.51
1988,12,2,16.83,-10.1,10.41,26.87,1.71,0,97.37,7.09,0.69,2.21
1988,12,3,17.21,-8.2,10.11,27.82,2.01,0,97.36,7.23,0.58,2.41
1988,12,4,17.94,-6.88,12.13,27.02,2.26,0,97.17,5.84,2.27,2.81
1988,12,5,18.79,-7.35,12.58,28.02,2.2,0,97.01,4.8,1.34,2.12
1988,12,6,18.72,-6.01,13.01,26.53,2.44,0,96.71,4.23,0.55,1.69
1988,12,7,18.77,-6.42,11.57,27.78,2.38,0,96.45,4.61,1.02,1.99
1988,12,8,17.75,-7.13,9.98,27.54,2.26,0,96.7,7.06,1.39,2.73
1988,12,9,17.62,-6.18,9.55,27.73,2.44,0,97.11,7.32,1,2.92
1988,12,10,17.97,-6.39,11.07,28.03,2.38,0,97.29,5.95,1.59,2.41
1988,12,11,18.73,-5.17,11.2,28.46,2.62,0,97.3,6.95,1.85,2.44
1988,12,12,19.51,-4.57,14.55,25.34,2.75,0,97.19,5.32,0.27,1.2
1988,12,13,20.15,-1.2,14.35,28.62,3.6,0,97.12,3.95,0.73,2.09
1988,12,14,19.76,-1.86,12.54,28.78,3.42,0,97.07,3.14,0.18,1.62
1988,12,15,19.64,-2.1,12.57,28.85,3.36,0,96.95,7.95,0.96,3.31
1988,12,16,19.08,-2.41,13.83,27.71,3.3,0,96.97,4.66,0.49,2.16
1988,12,17,17.25,-2,10.75,26.05,3.36,0,97.09,8.73,2.89,3.63
1988,12,18,17.46,-1.62,9.76,26.78,3.48,0,97.14,8.24,3.41,4.07
1988,12,19,17.77,-0.42,11.58,26.66,3.78,0,97.13,7.05,4.43,3.76
1988,12,20,18.94,1.21,11.28,28.65,4.27,0.01,97.27,8.59,2,2.71
1988,12,21,17.75,3.41,11.73,26.3,5,0.13,97.09,7.75,2,3.18
1988,12,22,17.77,3.93,11.87,25.34,5.25,0,96.63,5.8,0.73,2.52
1988,12,23,17.69,-1.59,11.69,26.66,3.78,0,96.68,7.55,2.98,3.03
1988,12,24,18.11,-0.3,11.07,26.37,4.15,0,96.75,7.66,2.28,3.14
1988,12,25,17.01,6.46,12.06,23.74,6.23,0.68,96.57,7.57,0.45,2.85
1988,12,26,14.23,3.27,8.68,21.92,5.19,0.03,96.96,8.33,3.18,3.12
1988,12,27,13.51,-0.23,7.23,22.51,3.91,0.05,97.22,7.35,2.18,2.86
1988,12,28,14.22,-0.27,7.34,23.76,3.85,0,97.23,6.34,2.38,2.87
1988,12,29,15.51,-2.17,8.26,24.8,3.36,0,97.14,4.62,1.14,2.2
1988,12,30,16.58,-1.49,9.87,26.12,3.54,0,97.04,7.16,1.41,2.2
1988,12,31,16.3,-1.04,8.4,25.6,3.66,0,96.95,7.29,1.78,2.68
1989,1,1,15.3,-1.2,7.98,24.74,3.6,0,96.92,8.08,3.45,4
1989,1,2,14.76,-0.44,8.58,23.99,3.85,0,96.84,8.55,2.63,3.66
1989,1,3,14.45,0.78,6.85,22.33,4.15,0,97.04,7.82,0.79,2.57
1989,1,4,14.85,-0.93,9.01,22.92,3.66,0.02,97.01,5.2,0.84,2.09
1989,1,5,15.75,-2.63,7.54,24.62,3.3,0,96.71,5.77,2.92,3.2
1989,1,6,16.5,4.67,9.66,24.89,5.92,3.73,96.34,7.12,3.59,3.52
1989,1,7,12.99,10.42,8.04,18.62,8.24,5.1,96.26,6.56,1.54,3.2
1989,1,8,10.51,2.26,4.98,18.48,4.7,0.19,96.65,6.89,4.61,3.43
1989,1,9,9.98,-0.09,3.79,18.77,3.91,13.25,97.12,7.45,3.22,3.17
1989,1,10,9.66,-3.74,2.84,19.3,2.99,0,96.89,7.55,4.6,4.02
1989,1,11,9.48,-5.87,3.33,19,2.5,0,96.77,7.79,3.09,3.61
1989,1,12,12.49,-8.75,5.71,20.55,1.95,0,96.94,4.01,0.2,1.01
1989,1,13,10.57,-6.07,1.93,20.69,2.5,0,97.02,7.39,2.16,3.42
1989,1,14,11.26,-4.92,3.24,21.94,2.75,0,97,7.57,1.67,3.02
1989,1,15,11.98,-3.73,5.23,21.91,2.99,0,96.87,6.27,1.18,2.44
1989,1,16,12.56,-2.7,4.98,22.12,3.23,0,96.88,5.62,1.29,2.44
1989,1,17,12.78,-2.06,7.12,22.05,3.42,0,96.82,5.23,1.12,2.28
1989,1,18,12.9,-1.63,4.76,21.54,3.48,0,96.7,5.02,1.5,2.27
1989,1,19,13.38,-1.12,4.89,21.56,3.66,0,96.61,4.38,1.3,2.4
1989,1,20,12.29,-1.06,5.5,21.78,3.66,0,96.83,9.16,2.11,3.55
1989,1,21,11.38,-3.22,3.4,20.94,3.11,0.04,96.88,7.38,2.92,3.02
1989,1,22,12.08,-5.39,5.58,22.12,2.62,0,96.83,6.16,1.34,2.62
1989,1,23,13.06,-6.16,4.3,23.71,2.5,0,96.63,5.58,3.05,3.06
1989,1,24,15.15,-7.68,8.36,23.74,2.2,0,96.61,3.31,1.02,1.57
1989,1,25,13.71,-6.31,5.01,24.11,2.44,0,96.59,7.14,1.23,2.52
1989,1,26,14.26,-6.82,3.9,24.42,2.32,0,96.73,7.32,0.91,2.77
1989,1,27,15.69,-2.74,9.9,25.1,3.3,0,97.02,8.23,1.03,2.52
1989,1,28,14.13,-5.44,6.37,24.98,2.62,0,97.11,8.45,3.87,3.79
1989,1,29,14.81,-6.9,6.91,25.84,2.32,0,97.05,6.7,2.29,3.05
1989,1,30,17.37,-6.02,8.78,27.49,2.5,0,97.03,6.03,0.72,2.23
1989,1,31,17.43,-3.57,9.87,28.83,3.05,0,96.83,5.99,3.35,3.22
1989,2,1,17.71,-2.07,11.28,27.23,3.36,0,96.88,8.93,4.19,3.6
1989,2,2,16.32,-7.69,8.07,27.18,2.2,0,96.93,8.93,4.18,3.79
1989,2,3,17.75,-6.38,9.12,29.26,2.44,0,96.81,6.99,1.85,3.59
1989,2,4,20.37,0.62,13.24,29.75,4.33,0,96.58,9.05,0.88,3.02
1989,2,5,20.42,4.26,13.56,27.32,5.62,0.03,96.26,11.38,2.14,4.7
1989,2,6,16.62,-7.18,9.08,25.9,2.26,0.08,96.47,8.29,0.62,3.42
1989,2,7,14.93,-12.11,7.65,23.94,1.46,0,96.79,7.95,3.25,3.52
1989,2,8,14.53,-8.98,7.43,23.61,1.95,0,96.85,8.13,1.75,3.09
1989,2,9,14.37,-7.29,6.8,23.65,2.2,0,96.94,8,0.27,2.75
1989,2,10,14.09,-11.72,6.06,24.11,1.53,0,97.1,8.28,1.72,3.31
1989,2,11,13.94,-12.62,5.94,23.41,1.4,0,97.02,8.2,3.52,3.57
1989,2,12,16.68,-12.47,8.92,25.19,1.4,0,96.79,4.22,0.83,1.79
1989,2,13,17.59,-2.52,11.59,26.55,3.72,0,96.56,6.8,2.45,2.9
1989,2,14,17.04,3.83,10,26.06,5.25,0.05,96.56,7.97,1.78,3.48
1989,2,15,18.09,1.96,9.58,27.4,4.58,0,96.57,7.12,1.4,3.26
1989,2,16,18.89,-0.16,10.97,27.93,4.09,0,96.36,10.27,2.41,4.09
1989,2,17,15.43,-13.06,7.25,25.19,1.34,0,96.51,6.27,1.65,3.27
1989,2,18,14.05,-11.64,6.83,23.12,1.53,0,96.6,9.19,3.15,4.17
1989,2,19,13.28,-11.05,4.93,22.75,1.59,0,96.98,9.48,2.38,4.31
1989,2,20,16.8,-12.96,9.02,26.95,1.34,0,96.86,5.87,0.88,2.56
1989,2,21,17.44,-10.83,10.26,28.16,1.65,0,96.44,8.93,0.78,3.26
1989,2,22,16.93,-11.49,8.77,27.44,1.53,0,96.64,7.75,1.14,2.62
1989,2,23,18.33,-12.1,8.13,28.54,1.46,0,96.9,7.88,0.55,2.2
1989,2,24,20.94,-9.33,10.33,30.85,1.89,0,96.92,6.64,0.84,2.83
1989,2,25,22.3,-3.43,13.31,32.4,3.11,0,96.73,5.77,2.38,2.95
1989,2,26,24.13,-1.16,17.11,33.95,3.66,0,96.63,7.13,0.21,3.05
1989,2,27,21.83,-2.81,14.26,32.02,3.3,0,96.7,8.28,3.66,4.32
1989,2,28,20.38,-8.41,11.29,31.41,2.01,0,96.7,8.13,0.88,2.91
1989,3,1,18.26,-12.13,9.28,29.15,1.46,0,96.64,8.11,0.83,3.07
1989,3,2,18.18,-14.32,9.82,29.12,1.16,0,96.67,7.07,2.23,3.21
1989,3,3,18.77,-13.71,10.17,29.61,1.22,0,96.74,7.66,2.51,3.38
1989,3,4,19.73,-10.6,10.28,30.73,1.65,0,96.64,6.45,4.09,3.66
1989,3,5,21.69,-8.6,12.76,32.61,1.95,0,96.47,5.65,0.63,2.69
1989,3,6,22.08,-7.99,13.18,32.96,2.08,0,96.52,8.47,0.98,2.92
1989,3,7,23.23,-6.83,13.85,33.7,2.32,0,96.61,8.84,1.45,3.03
1989,3,8,23.98,-3.45,15.87,33.27,3.11,0,96.51,9.26,4.74,4.62
1989,3,9,23.93,-4.09,13.39,33.62,3.11,0,96.37,7.51,1.2,2.79
1989,3,10,24.35,-4.23,16.66,34.23,2.93,0,96.41,7.88,0.51,2.88
1989,3,11,22.66,-4.45,14.93,31.37,2.81,0,96.5,8.88,4.02,3.89
1989,3,12,22.3,-1.43,15.54,30.76,3.54,0.55,96.56,8.41,2.66,3.22
1989,3,13,23.98,-0.95,14.45,33.36,3.72,0,96.32,5.08,1.73,2.45
1989,3,14,24.22,-0.53,16.26,33.01,3.78,0,96.35,8.34,1.16,3.06
1989,3,15,22.83,0.57,16.34,31.03,4.15,0.31,96.58,8.27,2.11,3.59
1989,3,16,23.65,0.19,15.47,32.52,3.97,0,96.57,7.38,3.01,3.52
1989,3,17,25.17,0.22,16.54,34.29,4.03,0,96.44,7.06,1.55,2.43
1989,3,18,26.47,1.62,19.69,35.87,4.46,0,96.23,8.11,3.03,3.41
1989,3,19,26.58,4.92,20.64,34.55,5.62,0,96.26,7.98,5.65,4.36
1989,3,20,27.55,5.5,19.96,36.71,5.86,0,96.21,9.13,0.53,3.2
1989,3,21,27.84,5.37,19.71,36.63,5.8,0,96.17,9.42,2.35,3.54
1989,3,22,25.95,5.62,19.29,32.33,5.98,0,96.26,9.42,5.64,5.45
1989,3,23,23.62,-1.24,14.94,32.8,3.6,0,96.21,7.41,3.16,3.34
1989,3,24,24.8,-0.19,17.83,31.3,3.91,0,96.26,6.38,0.25,2.22
1989,3,25,25.42,-0.13,18.87,32.73,3.91,0,96.28,7.98,3.46,3.77
1989,3,26,22.62,4.75,16.95,27.95,5.68,0,96.45,8.12,3.3,4.17
1989,3,27,22.66,8.66,16.69,28.58,7.39,0.4,96.51,6.06,1.52,3.32
1989,3,28,23.23,4.69,17.57,29.51,5.49,1.23,96.55,4.58,1.12,2.25
1989,3,29,23.13,4.53,14.8,31.09,5.49,0,96.49,7.16,0.77,2.23
1989,3,30,25.01,6.05,17.05,32.66,6.1,0.06,96.53,6.09,0.61,1.93
1989,3,31,27.71,5.48,20.18,36.61,5.86,0,96.48,8.67,2.17,3.26
1989,4,1,26.25,3.91,19.79,33.89,5.55,0,96.28,9.22,5.66,4.82
1989,4,2,22.48,-12.95,13.65,31.89,1.34,0,96.18,9.34,5.04,4.66
1989,4,3,22.74,-12.85,13.55,33.34,1.34,0,96.15,6.93,0.75,3.63
1989,4,4,22.4,-11.49,13.12,32.05,1.53,0,96.37,9.35,3.08,4.31
1989,4,5,22.3,-7.08,13.8,31.45,2.26,0,96.48,9.62,5.52,5.52
1989,4,6,24.23,-7.09,14.48,34.65,2.26,0,96.5,8.16,3.52,4.42
1989,4,7,26.65,-3.62,16.33,37.28,3.05,0,96.43,7.7,3.95,4.28
1989,4,8,29.04,-2.58,18.81,39.26,3.23,0,96.26,9.5,4.46,4.45
1989,4,9,28.55,2.15,19.3,37.48,4.76,0,96.06,10.63,6.74,5.94
1989,4,10,26.21,2.21,18.63,34.33,4.82,0,96.15,8.09,4.67,4.4
1989,4,11,26.37,-4.67,17.26,35.83,2.87,0.14,96.21,7.44,2.61,4.17
1989,4,12,28.49,-8,19.58,38.05,2.08,0,96.11,5.95,1.84,3.12
1989,4,13,28.19,-6.18,18.21,38.7,2.44,0,96.27,9.66,0.59,3.27
1989,4,14,29.12,-7.53,18.91,38.73,2.2,0,96.34,8.7,0.77,2.93
1989,4,15,30.23,-2.31,21.17,39.76,3.3,0,96.13,8.36,2.52,3.12
1989,4,16,30.16,0.36,20.69,39.66,4.09,0,95.84,8.57,1.82,3.59
1989,4,17,31.19,-0.79,22.01,40.24,3.72,0,95.92,9.49,2.37,3.26
1989,4,18,30.98,-3.49,22.44,40.44,2.99,0,96.11,8.77,3.57,3.96
1989,4,19,31.44,-4.31,23.44,40.71,2.81,0,96.17,7.97,2.06,2.8
1989,4,20,30.91,-4.88,21.97,40.76,2.69,0,96.17,8.81,1.27,4.02
1989,4,21,31.06,-6.78,21.31,40.92,2.26,0,96.04,6.75,2.22,3.34
1989,4,22,32.2,-2.92,21.87,41.8,3.17,0,95.83,10.25,2.7,5.36
1989,4,23,31.32,0.12,23.73,38.85,4.09,0,95.75,10.75,6.93,6.16
1989,4,24,30.89,3.14,24.09,38.87,5,0,95.97,9.41,6.56,5.43
1989,4,25,31,3.48,22.51,39.48,5.07,0.09,96.03,7.77,4.59,3.98
1989,4,26,30.47,3.01,23.32,38.33,5,0,96.05,8.62,4.17,4.24
1989,4,27,31.86,0.62,24.76,39.76,4.21,0,95.94,6.09,2.25,2.97
1989,4,28,32.08,1.65,24.96,39.98,4.46,0,95.87,8.59,1.48,3.75
1989,4,29,31.96,-2.68,23.62,40.32,3.23,0,95.77,6.7,0.95,3.23
1989,4,30,33.51,0.46,23.06,42.07,4.27,0,95.48,9.45,0.76,4.84
1989,5,1,32.82,9.24,27.66,39.11,7.69,0,95.72,10.57,6.89,6.09
1989,5,2,30.05,10.94,26.74,34.17,8.54,0.05,96.05,7.43,5.28,4.37
1989,5,3,30.24,4.81,24.46,35.51,5.68,0.04,96.12,7.64,5.1,4.48
1989,5,4,29.92,-1.99,23.83,35.87,3.42,0.04,96.18,7.13,2.53,2.99
1989,5,5,29.68,-7.14,20.82,38.82,2.32,0.02,96.13,8.33,3.62,4.21
1989,5,6,29.48,-11.69,20.81,38.75,1.46,0,96.17,8.96,4.09,4.58
1989,5,7,29.16,-12.42,20.28,38.32,1.34,0,96.27,8,4.07,4.21
1989,5,8,29.75,-9.49,20.42,39.25,1.77,0,96.2,7.6,5.03,4.48
1989,5,9,32.52,-5.3,23.19,41.97,2.62,0,95.81,9.05,3.22,4.34
1989,5,10,34.01,2.06,25.4,43.16,4.64,0,95.54,11.31,4.83,6.4
1989,5,11,35.17,4.28,27,43.45,5.43,0,95.56,9.59,4.57,4.92
1989,5,12,35.33,-0.91,27.41,44.03,3.78,0,95.71,8.72,4.36,4.71
1989,5,13,34.65,-2.96,25.93,43.53,3.11,0,95.74,9.41,3.7,5.02
1989,5,14,34.98,-4.7,25.33,44.06,2.69,0,95.52,7.98,2.59,3.67
